vote_number,senator_number,vote
221,15,Yea
221,16,Yea
221,17,Yea
221,18,Yea
221,19,Yea
221,50,Yea
221,51,Yea
221,52,Yea
221,53,Yea
221,54,Yea
221,55,Yea
221,56,Yea
221,57,Yea
221,58,Not Voting
221,29,Yea
221,30,Yea
221,31,Yea
221,32,Yea
221,33,Yea
221,34,Yea
221,35,Not Voting
221,36,Yea
221,37,Yea
221,38,Yea
221,39,Yea
221,40,Yea
221,41,Yea
221,42,Yea
221,43,Yea
221,44,Yea
221,45,Yea
221,46,Yea
221,47,Yea
221,48,Yea
221,49,Yea
220,0,Yea
220,1,Yea
220,2,Yea
220,3,Yea
220,4,Yea
220,5,Yea
220,6,Yea
220,7,Yea
220,8,Yea
220,9,Not Voting
220,10,Yea
220,11,Yea
220,12,Nay
220,13,Yea
220,14,Nay
220,15,Yea
220,16,Yea
220,17,Nay
220,18,Nay
220,19,Yea
220,50,Not Voting
220,51,Yea
220,52,Yea
220,53,Yea
220,54,Yea
220,55,Yea
220,56,Yea
220,57,Nay
220,58,Not Voting
220,29,Yea
220,30,Yea
220,31,Yea
220,32,Not Voting
220,33,Yea
220,34,Not Voting
220,35,Not Voting
220,36,Yea
220,37,Yea
220,38,Nay
220,39,Nay
220,40,Yea
220,41,Yea
220,42,Nay
220,43,Yea
220,44,Nay
220,45,Yea
220,46,Not Voting
220,47,Yea
220,48,Yea
220,49,Yea
219,0,Yea
219,1,Yea
219,2,Yea
219,3,Yea
219,4,Yea
219,5,Yea
219,6,Yea
219,7,Yea
219,8,Yea
219,9,Yea
219,10,Yea
219,11,Not Voting
219,12,Yea
219,13,Yea
219,14,Yea
219,15,Yea
219,16,Yea
219,17,Yea
219,18,Yea
219,19,Yea
219,50,Not Voting
219,51,Yea
219,52,Yea
219,53,Yea
219,54,Yea
219,55,Yea
219,56,Yea
219,57,Not Voting
219,58,Not Voting
219,29,Not Voting
219,30,Yea
219,31,Yea
219,32,Not Voting
219,33,Yea
219,34,Yea
219,35,Yea
219,36,Not Voting
219,37,Not Voting
219,38,Yea
219,39,Yea
219,40,Yea
219,41,Yea
219,42,Yea
219,43,Yea
219,44,Yea
219,45,Yea
219,46,Yea
219,47,Yea
219,48,Yea
219,49,Yea
218,0,Yea
218,1,Nay
218,2,Yea
218,3,Yea
218,4,Yea
218,5,Yea
218,6,Yea
218,7,Yea
218,8,Yea
218,9,Yea
218,10,Yea
218,11,Not Voting
218,12,Nay
218,13,Yea
218,14,Nay
218,15,Yea
218,16,Yea
218,17,Nay
218,18,Nay
218,19,Yea
218,50,Yea
218,51,Yea
218,52,Yea
218,53,Yea
218,54,Yea
218,55,Yea
218,56,Yea
218,57,Nay
218,58,Not Voting
218,29,Yea
218,30,Yea
218,31,Yea
218,32,Not Voting
218,33,Yea
218,34,Yea
218,35,Yea
218,36,Yea
218,37,Yea
218,38,Nay
218,39,Nay
218,40,Yea
218,41,Yea
218,42,Nay
218,43,Yea
218,44,Nay
218,45,Yea
218,46,Yea
218,47,Yea
218,48,Yea
218,49,Yea
217,0,Nay
217,1,Nay
217,2,Yea
217,3,Nay
217,4,Yea
217,5,Yea
217,6,Nay
217,7,Yea
217,8,Nay
217,9,Yea
217,10,Yea
217,11,Nay
217,12,Not Voting
217,13,Yea
217,14,Nay
217,15,Nay
217,16,Nay
217,17,Nay
217,18,Nay
217,19,Yea
217,50,Nay
217,51,Nay
217,52,Yea
217,53,Yea
217,54,Nay
217,55,Yea
217,56,Yea
217,57,Not Voting
217,58,Not Voting
217,29,Nay
217,30,Yea
217,31,Yea
217,32,Yea
217,33,Yea
217,34,Nay
217,35,Nay
217,36,Nay
217,37,Yea
217,38,Nay
217,39,Nay
217,40,Yea
217,41,Yea
217,42,Nay
217,43,Nay
217,44,Not Voting
217,45,Yea
217,46,Yea
217,47,Yea
217,48,Nay
217,49,Nay
216,0,Yea
216,1,Yea
216,2,Yea
216,3,Yea
216,4,Yea
216,5,Yea
216,6,Yea
216,7,Yea
216,8,Yea
216,9,Yea
216,10,Yea
216,11,Yea
216,12,Nay
216,13,Yea
216,14,Nay
216,15,Yea
216,16,Yea
216,17,Nay
216,18,Nay
216,19,Yea
216,50,Yea
216,51,Yea
216,52,Yea
216,53,Yea
216,54,Yea
216,55,Yea
216,56,Yea
216,57,Nay
216,58,Not Voting
216,29,Yea
216,30,Yea
216,31,Yea
216,32,Yea
216,33,Yea
216,34,Yea
216,35,Yea
216,36,Yea
216,37,Yea
216,38,Nay
216,39,Nay
216,40,Yea
216,41,Yea
216,42,Nay
216,43,Yea
216,44,Nay
216,45,Yea
216,46,Yea
216,47,Yea
216,48,Yea
216,49,Yea
215,0,Yea
215,1,Nay
215,2,Yea
215,3,Yea
215,4,Yea
215,5,Yea
215,6,Yea
215,7,Yea
215,8,Yea
215,9,Yea
215,10,Yea
215,11,Nay
215,12,Nay
215,13,Yea
215,14,Nay
215,15,Yea
215,16,Yea
215,17,Not Voting
215,18,Nay
215,19,Yea
215,50,Yea
215,51,Yea
215,52,Yea
215,53,Yea
215,54,Yea
215,55,Yea
215,56,Yea
215,57,Nay
215,58,Not Voting
215,29,Yea
215,30,Yea
215,31,Yea
215,32,Yea
215,33,Yea
215,34,Yea
215,35,Yea
215,36,Yea
215,37,Yea
215,38,Nay
215,39,Nay
215,40,Yea
215,41,Yea
215,42,Nay
215,43,Yea
215,44,Nay
215,45,Yea
215,46,Yea
215,47,Yea
215,48,Yea
215,49,Yea
214,0,Yea
214,1,Yea
214,2,Yea
214,3,Yea
214,4,Yea
214,5,Nay
214,6,Yea
214,7,Yea
214,8,Yea
214,9,Yea
214,10,Yea
214,11,Not Voting
214,12,Yea
214,13,Yea
214,14,Yea
214,15,Yea
214,16,Yea
214,17,Yea
214,18,Yea
214,19,Yea
214,50,Not Voting
214,51,Yea
214,52,Yea
214,53,Yea
214,54,Yea
214,55,Yea
214,56,Not Voting
214,57,Not Voting
214,58,Not Voting
214,29,Yea
214,30,Yea
214,31,Yea
214,32,Yea
214,33,Yea
214,34,Yea
214,35,Yea
214,36,Yea
214,37,Yea
214,38,Yea
214,39,Yea
214,40,Yea
214,41,Yea
214,42,Yea
214,43,Yea
214,44,Yea
214,45,Yea
214,46,Yea
214,47,Yea
214,48,Yea
214,49,Yea
213,0,Nay
213,1,Not Voting
213,2,Yea
213,3,Nay
213,4,Yea
213,5,Yea
213,6,Not Voting
213,7,Yea
213,8,Nay
213,9,Yea
213,10,Yea
213,11,Nay
213,12,Nay
213,13,Yea
213,14,Nay
213,15,Nay
213,16,Yea
213,17,Nay
213,18,Nay
213,19,Yea
213,50,Nay
213,51,Nay
213,52,Yea
213,53,Yea
213,54,Nay
213,55,Yea
213,56,Yea
213,57,Not Voting
213,58,Not Voting
213,29,Nay
213,30,Yea
213,31,Yea
213,32,Yea
213,33,Yea
213,34,Nay
213,35,Not Voting
213,36,Nay
213,37,Yea
213,38,Nay
213,39,Not Voting
213,40,Yea
213,41,Yea
213,42,Nay
213,43,Nay
213,44,Not Voting
213,45,Yea
213,46,Yea
213,47,Yea
213,48,Nay
213,49,Nay
212,0,Nay
212,1,Nay
212,2,Yea
212,3,Nay
212,4,Yea
212,5,Yea
212,6,Not Voting
212,7,Yea
212,8,Nay
212,9,Yea
212,10,Yea
212,11,Nay
212,12,Nay
212,13,Yea
212,14,Nay
212,15,Nay
212,16,Nay
212,17,Nay
212,18,Nay
212,19,Yea
212,50,Nay
212,51,Nay
212,52,Yea
212,53,Yea
212,54,Nay
212,55,Yea
212,56,Yea
212,57,Nay
212,58,Not Voting
212,29,Nay
212,30,Nay
212,31,Yea
212,32,Yea
212,33,Yea
212,34,Nay
212,35,Not Voting
212,36,Nay
212,37,Yea
212,38,Nay
212,39,Not Voting
212,40,Yea
212,41,Yea
212,42,Nay
212,43,Nay
212,44,Nay
212,45,Yea
212,46,Yea
212,47,Yea
212,48,Nay
212,49,Nay
211,0,Nay
211,1,Nay
211,2,Yea
211,3,Nay
211,4,Yea
211,5,Yea
211,6,Nay
211,7,Yea
211,8,Nay
211,9,Yea
211,10,Yea
211,11,Nay
211,12,Not Voting
211,13,Yea
211,14,Nay
211,15,Nay
211,16,Nay
211,17,Nay
211,18,Nay
211,19,Yea
211,50,Nay
211,51,Nay
211,52,Yea
211,53,Yea
211,54,Nay
211,55,Yea
211,56,Yea
211,57,Nay
211,58,Not Voting
211,29,Nay
211,30,Yea
211,31,Yea
211,32,Yea
211,33,Yea
211,34,Nay
211,35,Not Voting
211,36,Nay
211,37,Yea
211,38,Nay
211,39,Not Voting
211,40,Yea
211,41,Yea
211,42,Nay
211,43,Nay
211,44,Nay
211,45,Yea
211,46,Yea
211,47,Yea
211,48,Nay
211,49,Nay
210,0,Nay
210,1,Nay
210,2,Yea
210,3,Nay
210,4,Yea
210,5,Yea
210,6,Yea
210,7,Yea
210,8,Nay
210,9,Yea
210,10,Yea
210,11,Yea
210,12,Not Voting
210,13,Yea
210,14,Nay
210,15,Nay
210,16,Nay
210,17,Nay
210,18,Yea
210,19,Yea
210,50,Nay
210,51,Nay
210,52,Yea
210,53,Yea
210,54,Yea
210,55,Yea
210,56,Yea
210,57,Nay
210,58,Not Voting
210,29,Nay
210,30,Yea
210,31,Yea
210,32,Yea
210,33,Yea
210,34,Nay
210,35,Not Voting
210,36,Nay
210,37,Not Voting
210,38,Nay
210,39,Not Voting
210,40,Yea
210,41,Yea
210,42,Yea
210,43,Nay
210,44,Nay
210,45,Yea
210,46,Yea
210,47,Yea
210,48,Nay
210,49,Nay
209,0,Nay
209,1,Nay
209,2,Yea
209,3,Nay
209,4,Yea
209,5,Yea
209,6,Yea
209,7,Yea
209,8,Nay
209,9,Yea
209,10,Yea
209,11,Yea
209,12,Not Voting
209,13,Yea
209,14,Nay
209,15,Nay
209,16,Nay
209,17,Nay
209,18,Yea
209,19,Yea
209,50,Nay
209,51,Nay
209,52,Yea
209,53,Yea
209,54,Yea
209,55,Yea
209,56,Not Voting
209,57,Nay
209,58,Not Voting
209,29,Nay
209,30,Yea
209,31,Yea
209,32,Yea
209,33,Yea
209,34,Nay
209,35,Not Voting
209,36,Nay
209,37,Yea
209,38,Nay
209,39,Not Voting
209,40,Yea
209,41,Yea
209,42,Yea
209,43,Nay
209,44,Nay
209,45,Yea
209,46,Yea
209,47,Yea
209,48,Nay
209,49,Nay
208,0,Nay
208,1,Nay
208,2,Yea
208,3,Nay
208,4,Yea
208,5,Yea
208,6,Nay
208,7,Yea
208,8,Nay
208,9,Not Voting
208,10,Yea
208,11,Nay
208,12,Not Voting
208,13,Yea
208,14,Nay
208,15,Nay
208,16,Nay
208,17,Nay
208,18,Nay
208,19,Yea
208,50,Nay
208,51,Nay
208,52,Yea
208,53,Yea
208,54,Nay
208,55,Yea
208,56,Yea
208,57,Nay
208,58,Not Voting
208,29,Nay
208,30,Yea
208,31,Yea
208,32,Yea
208,33,Yea
208,34,Nay
208,35,Not Voting
208,36,Nay
208,37,Yea
208,38,Nay
208,39,Not Voting
208,40,Yea
208,41,Yea
208,42,Nay
208,43,Nay
208,44,Nay
208,45,Yea
208,46,Yea
208,47,Yea
208,48,Nay
208,49,Nay
207,0,Nay
207,1,Nay
207,2,Yea
207,3,Nay
207,4,Yea
207,5,Yea
207,6,Nay
207,7,Yea
207,8,Nay
207,9,Yea
207,10,Yea
207,11,Not Voting
207,12,Not Voting
207,13,Yea
207,14,Not Voting
207,15,Nay
207,16,Nay
207,17,Nay
207,18,Nay
207,19,Yea
207,50,Nay
207,51,Nay
207,52,Yea
207,53,Yea
207,54,Nay
207,55,Yea
207,56,Yea
207,57,Nay
207,58,Not Voting
207,29,Nay
207,30,Yea
207,31,Yea
207,32,Yea
207,33,Yea
207,34,Nay
207,35,Yea
207,36,Nay
207,37,Yea
207,38,Nay
207,39,Not Voting
207,40,Yea
207,41,Yea
207,42,Nay
207,43,Nay
207,44,Nay
207,45,Yea
207,46,Yea
207,47,Yea
207,48,Nay
207,49,Nay
206,0,Nay
206,1,Nay
206,2,Yea
206,3,Nay
206,4,Yea
206,5,Yea
206,6,Nay
206,7,Yea
206,8,Nay
206,9,Yea
206,10,Yea
206,11,Not Voting
206,12,Not Voting
206,13,Yea
206,14,Nay
206,15,Nay
206,16,Yea
206,17,Nay
206,18,Nay
206,19,Yea
206,50,Nay
206,51,Nay
206,52,Yea
206,53,Yea
206,54,Nay
206,55,Yea
206,56,Yea
206,57,Nay
206,58,Not Voting
206,29,Nay
206,30,Yea
206,31,Yea
206,32,Yea
206,33,Yea
206,34,Nay
206,35,Nay
206,36,Nay
206,37,Yea
206,38,Nay
206,39,Not Voting
206,40,Yea
206,41,Yea
206,42,Nay
206,43,Nay
206,44,Nay
206,45,Yea
206,46,Yea
206,47,Yea
206,48,Nay
206,49,Nay
205,0,Nay
205,1,Nay
205,2,Yea
205,3,Nay
205,4,Yea
205,5,Yea
205,6,Nay
205,7,Yea
205,8,Nay
205,9,Yea
205,10,Yea
205,11,Not Voting
205,12,Not Voting
205,13,Yea
205,14,Nay
205,15,Nay
205,16,Yea
205,17,Nay
205,18,Nay
205,19,Yea
205,50,Nay
205,51,Nay
205,52,Yea
205,53,Yea
205,54,Nay
205,55,Yea
205,56,Yea
205,57,Nay
205,58,Not Voting
205,29,Nay
205,30,Yea
205,31,Yea
205,32,Yea
205,33,Yea
205,34,Nay
205,35,Yea
205,36,Nay
205,37,Yea
205,38,Nay
205,39,Not Voting
205,40,Yea
205,41,Yea
205,42,Nay
205,43,Nay
205,44,Nay
205,45,Yea
205,46,Yea
205,47,Yea
205,48,Nay
205,49,Nay
204,0,Nay
204,1,Nay
204,2,Yea
204,3,Nay
204,4,Yea
204,5,Yea
204,6,Not Voting
204,7,Yea
204,8,Nay
204,9,Yea
204,10,Yea
204,11,Yea
204,12,Not Voting
204,13,Yea
204,14,Nay
204,15,Nay
204,16,Yea
204,17,Nay
204,18,Nay
204,19,Yea
204,50,Nay
204,51,Nay
204,52,Yea
204,53,Yea
204,54,Nay
204,55,Yea
204,56,Yea
204,57,Nay
204,58,Not Voting
204,29,Nay
204,30,Yea
204,31,Yea
204,32,Yea
204,33,Yea
204,34,Nay
204,35,Yea
204,36,Nay
204,37,Yea
204,38,Nay
204,39,Nay
204,40,Yea
204,41,Yea
204,42,Nay
204,43,Nay
204,44,Nay
204,45,Yea
204,46,Yea
204,47,Yea
204,48,Nay
204,49,Nay
203,0,Nay
203,1,Nay
203,2,Yea
203,3,Nay
203,4,Yea
203,5,Yea
203,6,Nay
203,7,Yea
203,8,Nay
203,9,Yea
203,10,Yea
203,11,Nay
203,12,Not Voting
203,13,Yea
203,14,Nay
203,15,Nay
203,16,Nay
203,17,Nay
203,18,Nay
203,19,Yea
203,50,Not Voting
203,51,Nay
203,52,Yea
203,53,Yea
203,54,Nay
203,55,Yea
203,56,Nay
203,57,Nay
203,58,Not Voting
203,29,Nay
203,30,Nay
203,31,Yea
203,32,Yea
203,33,Yea
203,34,Nay
203,35,Not Voting
203,36,Nay
203,37,Yea
203,38,Nay
203,39,Not Voting
203,40,Yea
203,41,Yea
203,42,Nay
203,43,Nay
203,44,Nay
203,45,Yea
203,46,Yea
203,47,Yea
203,48,Nay
203,49,Nay
202,0,Not Voting
202,1,Nay
202,2,Yea
202,3,Not Voting
202,4,Yea
202,5,Yea
202,6,Nay
202,7,Yea
202,8,Nay
202,9,Yea
202,10,Yea
202,11,Not Voting
202,12,Nay
202,13,Yea
202,14,Nay
202,15,Nay
202,16,Nay
202,17,Not Voting
202,18,Nay
202,19,Yea
202,50,Nay
202,51,Not Voting
202,52,Yea
202,53,Yea
202,54,Nay
202,55,Yea
202,56,Not Voting
202,57,Not Voting
202,58,Not Voting
202,29,Not Voting
202,30,Not Voting
202,31,Not Voting
202,32,Yea
202,33,Yea
202,34,Not Voting
202,35,Not Voting
202,36,Nay
202,37,Not Voting
202,38,Nay
202,39,Not Voting
202,40,Yea
202,41,Yea
202,42,Not Voting
202,43,Nay
202,44,Not Voting
202,45,Yea
202,46,Not Voting
202,47,Yea
202,48,Nay
202,49,Nay
201,0,Not Voting
201,1,Nay
201,2,Yea
201,3,Not Voting
201,4,Yea
201,5,Yea
201,6,Nay
201,7,Yea
201,8,Nay
201,9,Yea
201,10,Yea
201,11,Not Voting
201,12,Nay
201,13,Yea
201,14,Nay
201,15,Nay
201,16,Nay
201,17,Not Voting
201,18,Nay
201,19,Yea
201,50,Nay
201,51,Not Voting
201,52,Yea
201,53,Yea
201,54,Nay
201,55,Yea
201,56,Not Voting
201,57,Not Voting
201,58,Not Voting
201,29,Not Voting
201,30,Not Voting
201,31,Not Voting
201,32,Yea
201,33,Yea
201,34,Not Voting
201,35,Not Voting
201,36,Nay
201,37,Not Voting
201,38,Nay
201,39,Not Voting
201,40,Yea
201,41,Yea
201,42,Not Voting
201,43,Nay
201,44,Not Voting
201,45,Yea
201,46,Not Voting
201,47,Yea
201,48,Nay
201,49,Nay
200,0,Yea
200,1,Yea
200,2,Yea
200,3,Not Voting
200,4,Yea
200,5,Yea
200,6,Yea
200,7,Yea
200,8,Yea
200,9,Yea
200,10,Yea
200,11,Not Voting
200,12,Yea
200,13,Yea
200,14,Yea
200,15,Yea
200,16,Yea
200,17,Yea
200,18,Yea
200,19,Yea
200,50,Not Voting
200,51,Yea
200,52,Yea
200,53,Yea
200,54,Yea
200,55,Yea
200,56,Yea
200,57,Not Voting
200,58,Not Voting
200,29,Yea
200,30,Yea
200,31,Yea
200,32,Yea
200,33,Yea
200,34,Yea
200,35,Yea
200,36,Yea
200,37,Nay
200,38,Yea
200,39,Yea
200,40,Yea
200,41,Yea
200,42,Not Voting
200,43,Yea
200,44,Not Voting
200,45,Yea
200,46,Yea
200,47,Yea
200,48,Yea
200,49,Yea
199,0,Nay
199,1,Nay
199,2,Yea
199,3,Nay
199,4,Yea
199,5,Yea
199,6,Nay
199,7,Yea
199,8,Nay
199,9,Yea
199,10,Yea
199,11,Not Voting
199,12,Nay
199,13,Yea
199,14,Nay
199,15,Nay
199,16,Yea
199,17,Nay
199,18,Nay
199,19,Yea
199,50,Not Voting
199,51,Nay
199,52,Yea
199,53,Yea
199,54,Nay
199,55,Yea
199,56,Yea
199,57,Nay
199,58,Not Voting
199,29,Nay
199,30,Yea
199,31,Yea
199,32,Yea
199,33,Yea
199,34,Nay
199,35,Yea
199,36,Nay
199,37,Yea
199,38,Nay
199,39,Nay
199,40,Yea
199,41,Yea
199,42,Nay
199,43,Nay
199,44,Nay
199,45,Yea
199,46,Yea
199,47,Yea
199,48,Nay
199,49,Nay
198,0,Nay
198,1,Nay
198,2,Yea
198,3,Nay
198,4,Yea
198,5,Yea
198,6,Nay
198,7,Yea
198,8,Nay
198,9,Yea
198,10,Yea
198,11,Not Voting
198,12,Nay
198,13,Yea
198,14,Nay
198,15,Nay
198,16,Yea
198,17,Nay
198,18,Nay
198,19,Yea
198,50,Not Voting
198,51,Nay
198,52,Yea
198,53,Yea
198,54,Nay
198,55,Not Voting
198,56,Yea
198,57,Nay
198,58,Not Voting
198,29,Nay
198,30,Yea
198,31,Yea
198,32,Yea
198,33,Yea
198,34,Nay
198,35,Yea
198,36,Nay
198,37,Yea
198,38,Nay
198,39,Nay
198,40,Yea
198,41,Yea
198,42,Nay
198,43,Nay
198,44,Nay
198,45,Yea
198,46,Yea
198,47,Yea
198,48,Nay
198,49,Nay
197,0,Nay
197,1,Nay
197,2,Yea
197,3,Nay
197,4,Yea
197,5,Not Voting
197,6,Nay
197,7,Yea
197,8,Nay
197,9,Yea
197,10,Yea
197,11,Nay
197,12,Nay
197,13,Yea
197,14,Nay
197,15,Nay
197,16,Nay
197,17,Nay
197,18,Nay
197,19,Yea
197,50,Nay
197,51,Nay
197,52,Yea
197,53,Yea
197,54,Nay
197,55,Yea
197,56,Yea
197,57,Nay
197,58,Not Voting
197,29,Nay
197,30,Yea
197,31,Yea
197,32,Yea
197,33,Yea
197,34,Nay
197,35,Nay
197,36,Nay
197,37,Not Voting
197,38,Not Voting
197,39,Nay
197,40,Yea
197,41,Yea
197,42,Nay
197,43,Nay
197,44,Nay
197,45,Yea
197,46,Yea
197,47,Yea
197,48,Nay
197,49,Nay
196,0,Yea
196,1,Nay
196,2,Yea
196,3,Nay
196,4,Yea
196,5,Not Voting
196,6,Nay
196,7,Yea
196,8,Yea
196,9,Yea
196,10,Yea
196,11,Yea
196,12,Nay
196,13,Yea
196,14,Nay
196,15,Nay
196,16,Yea
196,17,Nay
196,18,Nay
196,19,Yea
196,50,Nay
196,51,Nay
196,52,Yea
196,53,Yea
196,54,Nay
196,55,Yea
196,56,Yea
196,57,Nay
196,58,Not Voting
196,29,Nay
196,30,Yea
196,31,Yea
196,32,Yea
196,33,Yea
196,34,Nay
196,35,Yea
196,36,Yea
196,37,Not Voting
196,38,Nay
196,39,Nay
196,40,Yea
196,41,Yea
196,42,Nay
196,43,Nay
196,44,Nay
196,45,Yea
196,46,Yea
196,47,Yea
196,48,Yea
196,49,Yea
195,0,Yea
195,1,Nay
195,2,Yea
195,3,Nay
195,4,Not Voting
195,5,Not Voting
195,6,Nay
195,7,Yea
195,8,Yea
195,9,Yea
195,10,Yea
195,11,Yea
195,12,Nay
195,13,Yea
195,14,Nay
195,15,Nay
195,16,Yea
195,17,Nay
195,18,Nay
195,19,Yea
195,50,Nay
195,51,Nay
195,52,Yea
195,53,Yea
195,54,Nay
195,55,Yea
195,56,Yea
195,57,Nay
195,58,Not Voting
195,29,Nay
195,30,Yea
195,31,Yea
195,32,Yea
195,33,Yea
195,34,Nay
195,35,Yea
195,36,Yea
195,37,Not Voting
195,38,Nay
195,39,Nay
195,40,Yea
195,41,Yea
195,42,Not Voting
195,43,Nay
195,44,Nay
195,45,Yea
195,46,Yea
195,47,Yea
195,48,Yea
195,49,Yea
194,0,Yea
194,1,Yea
194,2,Yea
194,3,Yea
194,4,Not Voting
194,5,Not Voting
194,6,Yea
194,7,Yea
194,8,Yea
194,9,Yea
194,10,Yea
194,11,Yea
194,12,Yea
194,13,Yea
194,14,Yea
194,15,Yea
194,16,Yea
194,17,Yea
194,18,Nay
194,19,Yea
194,50,Yea
194,51,Yea
194,52,Yea
194,53,Yea
194,54,Yea
194,55,Yea
194,56,Yea
194,57,Yea
194,58,Not Voting
194,29,Yea
194,30,Yea
194,31,Yea
194,32,Yea
194,33,Yea
194,34,Yea
194,35,Yea
194,36,Yea
194,37,Nay
194,38,Nay
194,39,Yea
194,40,Yea
194,41,Yea
194,42,Not Voting
194,43,Yea
194,44,Yea
194,45,Nay
194,46,Yea
194,47,Nay
194,48,Yea
194,49,Yea
193,0,Yea
193,1,Yea
193,2,Yea
193,3,Yea
193,4,Yea
193,5,Not Voting
193,6,Yea
193,7,Yea
193,8,Yea
193,9,Yea
193,10,Yea
193,11,Yea
193,12,Yea
193,13,Yea
193,14,Yea
193,15,Yea
193,16,Not Voting
193,17,Yea
193,18,Nay
193,19,Yea
193,50,Yea
193,51,Yea
193,52,Yea
193,53,Yea
193,54,Yea
193,55,Yea
193,56,Yea
193,57,Yea
193,58,Not Voting
193,29,Yea
193,30,Yea
193,31,Yea
193,32,Yea
193,33,Yea
193,34,Yea
193,35,Yea
193,36,Yea
193,37,Nay
193,38,Nay
193,39,Yea
193,40,Yea
193,41,Yea
193,42,Not Voting
193,43,Yea
193,44,Yea
193,45,Yea
193,46,Yea
193,47,Yea
193,48,Yea
193,49,Yea
192,0,Yea
192,1,Nay
192,2,Yea
192,3,Nay
192,4,Yea
192,5,Not Voting
192,6,Yea
192,7,Yea
192,8,Yea
192,9,Yea
192,10,Yea
192,11,Yea
192,12,Nay
192,13,Yea
192,14,Nay
192,15,Yea
192,16,Not Voting
192,17,Nay
192,18,Nay
192,19,Yea
192,50,Yea
192,51,Nay
192,52,Yea
192,53,Yea
192,54,Nay
192,55,Yea
192,56,Yea
192,57,Nay
192,58,Not Voting
192,29,Yea
192,30,Yea
192,31,Yea
192,32,Yea
192,33,Yea
192,34,Yea
192,35,Yea
192,36,Yea
192,37,Nay
192,38,Nay
192,39,Nay
192,40,Yea
192,41,Yea
192,42,Not Voting
192,43,Nay
192,44,Nay
192,45,Yea
192,46,Yea
192,47,Yea
192,48,Yea
192,49,Yea
191,0,Yea
191,1,Nay
191,2,Yea
191,3,Nay
191,4,Yea
191,5,Not Voting
191,6,Yea
191,7,Yea
191,8,Yea
191,9,Yea
191,10,Yea
191,11,Nay
191,12,Nay
191,13,Yea
191,14,Not Voting
191,15,Yea
191,16,Yea
191,17,Not Voting
191,18,Nay
191,19,Yea
191,50,Yea
191,51,Nay
191,52,Yea
191,53,Yea
191,54,Nay
191,55,Yea
191,56,Yea
191,57,Nay
191,58,Not Voting
191,29,Not Voting
191,30,Yea
191,31,Yea
191,32,Yea
191,33,Yea
191,34,Yea
191,35,Yea
191,36,Yea
191,37,Nay
191,38,Nay
191,39,Nay
191,40,Yea
191,41,Yea
191,42,Not Voting
191,43,Nay
191,44,Nay
191,45,Yea
191,46,Yea
191,47,Yea
191,48,Yea
191,49,Yea
190,0,Nay
190,1,Nay
190,2,Yea
190,3,Not Voting
190,4,Yea
190,5,Yea
190,6,Nay
190,7,Yea
190,8,Nay
190,9,Yea
190,10,Yea
190,11,Nay
190,12,Nay
190,13,Yea
190,14,Nay
190,15,Nay
190,16,Not Voting
190,17,Not Voting
190,18,Nay
190,19,Yea
190,50,Nay
190,51,Nay
190,52,Yea
190,53,Yea
190,54,Nay
190,55,Yea
190,56,Yea
190,57,Nay
190,58,Not Voting
190,29,Not Voting
190,30,Yea
190,31,Yea
190,32,Yea
190,33,Yea
190,34,Nay
190,35,Not Voting
190,36,Nay
190,37,Yea
190,38,Nay
190,39,Nay
190,40,Yea
190,41,Yea
190,42,Not Voting
190,43,Nay
190,44,Nay
190,45,Yea
190,46,Yea
190,47,Yea
190,48,Nay
190,49,Nay
189,0,Nay
189,1,Nay
189,2,Not Voting
189,3,Not Voting
189,4,Yea
189,5,Yea
189,6,Nay
189,7,Yea
189,8,Nay
189,9,Yea
189,10,Yea
189,11,Nay
189,12,Nay
189,13,Yea
189,14,Nay
189,15,Nay
189,16,Not Voting
189,17,Not Voting
189,18,Nay
189,19,Yea
189,50,Nay
189,51,Nay
189,52,Yea
189,53,Yea
189,54,Nay
189,55,Yea
189,56,Yea
189,57,Nay
189,58,Not Voting
189,29,Nay
189,30,Yea
189,31,Yea
189,32,Yea
189,33,Yea
189,34,Nay
189,35,Yea
189,36,Nay
189,37,Yea
189,38,Nay
189,39,Nay
189,40,Yea
189,41,Yea
189,42,Nay
189,43,Nay
189,44,Nay
189,45,Yea
189,46,Yea
189,47,Yea
189,48,Nay
189,49,Nay
188,0,Nay
188,1,Nay
188,2,Yea
188,3,Not Voting
188,4,Yea
188,5,Yea
188,6,Nay
188,7,Yea
188,8,Nay
188,9,Yea
188,10,Yea
188,11,Nay
188,12,Nay
188,13,Yea
188,14,Nay
188,15,Nay
188,16,Not Voting
188,17,Not Voting
188,18,Nay
188,19,Yea
188,50,Nay
188,51,Not Voting
188,52,Yea
188,53,Yea
188,54,Yea
188,55,Yea
188,56,Yea
188,57,Nay
188,58,Not Voting
188,29,Nay
188,30,Yea
188,31,Yea
188,32,Yea
188,33,Yea
188,34,Nay
188,35,Yea
188,36,Nay
188,37,Yea
188,38,Nay
188,39,Nay
188,40,Yea
188,41,Yea
188,42,Nay
188,43,Nay
188,44,Nay
188,45,Yea
188,46,Yea
188,47,Yea
188,48,Nay
188,49,Nay
187,0,Nay
187,1,Nay
187,2,Yea
187,3,Not Voting
187,4,Yea
187,5,Yea
187,6,Nay
187,7,Yea
187,8,Nay
187,9,Yea
187,10,Yea
187,11,Nay
187,12,Nay
187,13,Yea
187,14,Nay
187,15,Nay
187,16,Yea
187,17,Nay
