vote_number,senator_number,vote
187,18,Nay
187,19,Yea
187,50,Nay
187,51,Nay
187,52,Yea
187,53,Yea
187,54,Yea
187,55,Yea
187,56,Yea
187,57,Nay
187,58,Not Voting
187,29,Nay
187,30,Yea
187,31,Yea
187,32,Yea
187,33,Yea
187,34,Nay
187,35,Yea
187,36,Nay
187,37,Yea
187,38,Nay
187,39,Nay
187,40,Yea
187,41,Yea
187,42,Nay
187,43,Nay
187,44,Nay
187,45,Yea
187,46,Yea
187,47,Yea
187,48,Nay
187,49,Nay
186,0,Nay
186,1,Nay
186,2,Yea
186,3,Not Voting
186,4,Yea
186,5,Yea
186,6,Nay
186,7,Yea
186,8,Nay
186,9,Yea
186,10,Yea
186,11,Nay
186,12,Nay
186,13,Yea
186,14,Nay
186,15,Nay
186,16,Yea
186,17,Nay
186,18,Nay
186,19,Yea
186,50,Nay
186,51,Nay
186,52,Yea
186,53,Yea
186,54,Yea
186,55,Yea
186,56,Yea
186,57,Nay
186,58,Not Voting
186,29,Nay
186,30,Yea
186,31,Yea
186,32,Yea
186,33,Yea
186,34,Nay
186,35,Yea
186,36,Yea
186,37,Yea
186,38,Nay
186,39,Nay
186,40,Yea
186,41,Yea
186,42,Nay
186,43,Nay
186,44,Nay
186,45,Yea
186,46,Yea
186,47,Yea
186,48,Nay
186,49,Nay
185,0,Nay
185,1,Nay
185,2,Yea
185,3,Not Voting
185,4,Yea
185,5,Yea
185,6,Nay
185,7,Yea
185,8,Nay
185,9,Yea
185,10,Yea
185,11,Nay
185,12,Nay
185,13,Yea
185,14,Nay
185,15,Nay
185,16,Yea
185,17,Nay
185,18,Nay
185,19,Yea
185,50,Nay
185,51,Nay
185,52,Yea
185,53,Yea
185,54,Yea
185,55,Yea
185,56,Yea
185,57,Nay
185,58,Not Voting
185,29,Nay
185,30,Yea
185,31,Yea
185,32,Yea
185,33,Yea
185,34,Nay
185,35,Yea
185,36,Yea
185,37,Yea
185,38,Nay
185,39,Nay
185,40,Yea
185,41,Yea
185,42,Nay
185,43,Nay
185,44,Nay
185,45,Yea
185,46,Yea
185,47,Yea
185,48,Nay
185,49,Nay
184,0,Yea
184,1,Nay
184,2,Yea
184,3,Not Voting
184,4,Yea
184,5,Yea
184,6,Yea
184,7,Yea
184,8,Yea
184,9,Yea
184,10,Yea
184,11,Yea
184,12,Nay
184,13,Yea
184,14,Nay
184,15,Yea
184,16,Yea
184,17,Nay
184,18,Nay
184,19,Yea
184,50,Yea
184,51,Nay
184,52,Yea
184,53,Yea
184,54,Yea
184,55,Yea
184,56,Yea
184,57,Yea
184,58,Not Voting
184,29,Yea
184,30,Yea
184,31,Yea
184,32,Yea
184,33,Yea
184,34,Yea
184,35,Yea
184,36,Yea
184,37,Yea
184,38,Nay
184,39,Nay
184,40,Yea
184,41,Yea
184,42,Nay
184,43,Nay
184,44,Nay
184,45,Yea
184,46,Yea
184,47,Yea
184,48,Yea
184,49,Yea
183,0,Yea
183,1,Not Voting
183,2,Yea
183,3,Not Voting
183,4,Yea
183,5,Yea
183,6,Yea
183,7,Yea
183,8,Yea
183,9,Yea
183,10,Yea
183,11,Yea
183,12,Nay
183,13,Yea
183,14,Nay
183,15,Yea
183,16,Yea
183,17,Nay
183,18,Nay
183,19,Yea
183,50,Not Voting
183,51,Nay
183,52,Yea
183,53,Yea
183,54,Yea
183,55,Yea
183,56,Yea
183,57,Yea
183,58,Not Voting
183,29,Yea
183,30,Yea
183,31,Yea
183,32,Yea
183,33,Yea
183,34,Yea
183,35,Yea
183,36,Yea
183,37,Yea
183,38,Nay
183,39,Nay
183,40,Yea
183,41,Yea
183,42,Nay
183,43,Nay
183,44,Nay
183,45,Yea
183,46,Yea
183,47,Yea
183,48,Yea
183,49,Yea
182,0,Nay
182,1,Nay
182,2,Nay
182,3,Nay
182,4,Yea
182,5,Nay
182,6,Nay
182,7,Yea
182,8,Nay
182,9,Yea
182,10,Yea
182,11,Nay
182,12,Nay
182,13,Yea
182,14,Nay
182,15,Nay
182,16,Nay
182,17,Not Voting
182,18,Nay
182,19,Yea
182,50,Nay
182,51,Nay
182,52,Yea
182,53,Yea
182,54,Nay
182,55,Yea
182,56,Not Voting
182,57,Nay
182,58,Not Voting
182,29,Nay
182,30,Yea
182,31,Yea
182,32,Nay
182,33,Yea
182,34,Not Voting
182,35,Nay
182,36,Nay
182,37,Nay
182,38,Nay
182,39,Nay
182,40,Yea
182,41,Yea
182,42,Nay
182,43,Nay
182,44,Nay
182,45,Yea
182,46,Yea
182,47,Yea
182,48,Nay
182,49,Nay
181,0,Nay
181,1,Nay
181,2,Yea
181,3,Nay
181,4,Yea
181,5,Yea
181,6,Nay
181,7,Yea
181,8,Nay
181,9,Yea
181,10,Yea
181,11,Yea
181,12,Nay
181,13,Yea
181,14,Nay
181,15,Nay
181,16,Nay
181,17,Not Voting
181,18,Nay
181,19,Yea
181,50,Yea
181,51,Nay
181,52,Yea
181,53,Yea
181,54,Nay
181,55,Yea
181,56,Not Voting
181,57,Nay
181,58,Not Voting
181,29,Yea
181,30,Yea
181,31,Yea
181,32,Yea
181,33,Yea
181,34,Nay
181,35,Nay
181,36,Yea
181,37,Yea
181,38,Nay
181,39,Nay
181,40,Yea
181,41,Yea
181,42,Nay
181,43,Nay
181,44,Nay
181,45,Yea
181,46,Yea
181,47,Yea
181,48,Nay
181,49,Yea
180,0,Nay
180,1,Nay
180,2,Yea
180,3,Nay
180,4,Yea
180,5,Yea
180,6,Nay
180,7,Yea
180,8,Nay
180,9,Yea
180,10,Yea
180,11,Yea
180,12,Nay
180,13,Yea
180,14,Nay
180,15,Nay
180,16,Nay
180,17,Not Voting
180,18,Not Voting
180,19,Yea
180,50,Yea
180,51,Nay
180,52,Yea
180,53,Yea
180,54,Nay
180,55,Yea
180,56,Not Voting
180,57,Nay
180,58,Not Voting
180,29,Yea
180,30,Yea
180,31,Yea
180,32,Yea
180,33,Yea
180,34,Nay
180,35,Nay
180,36,Yea
180,37,Yea
180,38,Nay
180,39,Nay
180,40,Yea
180,41,Yea
180,42,Nay
180,43,Nay
180,44,Nay
180,45,Yea
180,46,Yea
180,47,Yea
180,48,Nay
180,49,Yea
179,0,Nay
179,1,Nay
179,2,Yea
179,3,Nay
179,4,Yea
179,5,Yea
179,6,Nay
179,7,Yea
179,8,Nay
179,9,Yea
179,10,Yea
179,11,Nay
179,12,Nay
179,13,Yea
179,14,Nay
179,15,Nay
179,16,Yea
179,17,Not Voting
179,18,Not Voting
179,19,Yea
179,50,Nay
179,51,Nay
179,52,Yea
179,53,Yea
179,54,Nay
179,55,Yea
179,56,Not Voting
179,57,Nay
179,58,Not Voting
179,29,Nay
179,30,Nay
179,31,Yea
179,32,Yea
179,33,Yea
179,34,Nay
179,35,Nay
179,36,Nay
179,37,Yea
179,38,Nay
179,39,Nay
179,40,Yea
179,41,Yea
179,42,Nay
179,43,Nay
179,44,Nay
179,45,Yea
179,46,Yea
179,47,Yea
179,48,Nay
179,49,Nay
178,0,Nay
178,1,Nay
178,2,Yea
178,3,Nay
178,4,Yea
178,5,Yea
178,6,Nay
178,7,Yea
178,8,Nay
178,9,Yea
178,10,Yea
178,11,Nay
178,12,Nay
178,13,Yea
178,14,Nay
178,15,Nay
178,16,Yea
178,17,Not Voting
178,18,Not Voting
178,19,Yea
178,50,Nay
178,51,Nay
178,52,Yea
178,53,Yea
178,54,Nay
178,55,Yea
178,56,Not Voting
178,57,Nay
178,58,Not Voting
178,29,Nay
178,30,Nay
178,31,Yea
178,32,Yea
178,33,Yea
178,34,Nay
178,35,Nay
178,36,Nay
178,37,Yea
178,38,Nay
178,39,Nay
178,40,Yea
178,41,Yea
178,42,Nay
178,43,Nay
178,44,Nay
178,45,Yea
178,46,Yea
178,47,Yea
178,48,Nay
178,49,Nay
177,0,Nay
177,1,Nay
177,2,Yea
177,3,Nay
177,4,Yea
177,5,Yea
177,6,Yea
177,7,Yea
177,8,Yea
177,9,Yea
177,10,Yea
177,11,Yea
177,12,Nay
177,13,Yea
177,14,Nay
177,15,Nay
177,16,Yea
177,17,Not Voting
177,18,Not Voting
177,19,Yea
177,50,Yea
177,51,Nay
177,52,Yea
177,53,Yea
177,54,Yea
177,55,Yea
177,56,Not Voting
177,57,Yea
177,58,Not Voting
177,29,Yea
177,30,Yea
177,31,Yea
177,32,Yea
177,33,Yea
177,34,Nay
177,35,Yea
177,36,Nay
177,37,Yea
177,38,Nay
177,39,Nay
177,40,Yea
177,41,Yea
177,42,Nay
177,43,Nay
177,44,Nay
177,45,Yea
177,46,Yea
177,47,Yea
177,48,Yea
177,49,Yea
176,0,Yea
176,1,Yea
176,2,Nay
176,3,Yea
176,4,Yea
176,5,Nay
176,6,Yea
176,7,Nay
176,8,Yea
176,9,Nay
176,10,Nay
176,11,Yea
176,12,Yea
176,13,Nay
176,14,Yea
176,15,Yea
176,16,Yea
176,17,Not Voting
176,18,Not Voting
176,19,Nay
176,50,Yea
176,51,Yea
176,52,Nay
176,53,Nay
176,54,Yea
176,55,Nay
176,56,Yea
176,57,Yea
176,58,Not Voting
176,29,Yea
176,30,Yea
176,31,Nay
176,32,Nay
176,33,Nay
176,34,Yea
176,35,Yea
176,36,Yea
176,37,Nay
176,38,Yea
176,39,Yea
176,40,Nay
176,41,Nay
176,42,Yea
176,43,Yea
176,44,Yea
176,45,Nay
176,46,Nay
176,47,Nay
176,48,Yea
176,49,Yea
175,0,Nay
175,1,Nay
175,2,Not Voting
175,3,Nay
175,4,Yea
175,5,Yea
175,6,Yea
175,7,Yea
175,8,Yea
175,9,Yea
175,10,Yea
175,11,Yea
175,12,Nay
175,13,Yea
175,14,Nay
175,15,Nay
175,16,Yea
175,17,Not Voting
175,18,Not Voting
175,19,Yea
175,50,Yea
175,51,Nay
175,52,Yea
175,53,Yea
175,54,Yea
175,55,Yea
175,56,Yea
175,57,Yea
175,58,Not Voting
175,29,Yea
175,30,Yea
175,31,Yea
175,32,Yea
175,33,Yea
175,34,Nay
175,35,Yea
175,36,Nay
175,37,Yea
175,38,Nay
175,39,Nay
175,40,Not Voting
175,41,Yea
175,42,Nay
175,43,Nay
175,44,Nay
175,45,Yea
175,46,Yea
175,47,Yea
175,48,Yea
175,49,Yea
174,0,Nay
174,1,Nay
174,2,Yea
174,3,Nay
174,4,Yea
174,5,Yea
174,6,Yea
174,7,Yea
174,8,Yea
174,9,Yea
174,10,Yea
174,11,Yea
174,12,Nay
174,13,Yea
174,14,Nay
174,15,Nay
174,16,Yea
174,17,Not Voting
174,18,Not Voting
174,19,Yea
174,50,Yea
174,51,Nay
174,52,Yea
174,53,Yea
174,54,Nay
174,55,Yea
174,56,Yea
174,57,Yea
174,58,Not Voting
174,29,Yea
174,30,Yea
174,31,Yea
174,32,Yea
174,33,Yea
174,34,Nay
174,35,Yea
174,36,Yea
174,37,Not Voting
174,38,Not Voting
174,39,Nay
174,40,Not Voting
174,41,Yea
174,42,Nay
174,43,Nay
174,44,Nay
174,45,Yea
174,46,Yea
174,47,Yea
174,48,Yea
174,49,Yea
173,0,Nay
173,1,Nay
173,2,Yea
173,3,Nay
173,4,Yea
173,5,Yea
173,6,Yea
173,7,Yea
173,8,Yea
173,9,Yea
173,10,Yea
173,11,Yea
173,12,Nay
173,13,Yea
173,14,Nay
173,15,Nay
173,16,Yea
173,17,Not Voting
173,18,Not Voting
173,19,Yea
173,50,Yea
173,51,Nay
173,52,Yea
173,53,Yea
173,54,Nay
173,55,Yea
173,56,Yea
173,57,Yea
173,58,Not Voting
173,29,Yea
173,30,Yea
173,31,Yea
173,32,Yea
173,33,Yea
173,34,Nay
173,35,Yea
173,36,Yea
173,37,Yea
173,38,Not Voting
173,39,Nay
173,40,Not Voting
173,41,Yea
173,42,Nay
173,43,Nay
173,44,Nay
173,45,Yea
173,46,Yea
173,47,Yea
173,48,Yea
173,49,Yea
172,0,Nay
172,1,Nay
172,2,Yea
172,3,Nay
172,4,Yea
172,5,Yea
172,6,Nay
172,7,Yea
172,8,Nay
172,9,Yea
172,10,Yea
172,11,Nay
172,12,Nay
172,13,Yea
172,14,Nay
172,15,Nay
172,16,Nay
172,17,Not Voting
172,18,Not Voting
172,19,Yea
172,50,Nay
172,51,Nay
172,52,Yea
172,53,Yea
172,54,Nay
172,55,Yea
172,56,Yea
172,57,Not Voting
172,58,Not Voting
172,29,Not Voting
172,30,Yea
172,31,Yea
172,32,Yea
172,33,Yea
172,34,Nay
172,35,Nay
172,36,Nay
172,37,Yea
172,38,Nay
172,39,Nay
172,40,Yea
172,41,Yea
172,42,Nay
172,43,Nay
172,44,Not Voting
172,45,Yea
172,46,Not Voting
172,47,Yea
172,48,Nay
172,49,Nay
171,0,Nay
171,1,Nay
171,2,Yea
171,3,Nay
171,4,Yea
171,5,Yea
171,6,Nay
171,7,Yea
171,8,Nay
171,9,Yea
171,10,Yea
171,11,Nay
171,12,Nay
171,13,Yea
171,14,Nay
171,15,Nay
171,16,Nay
171,17,Nay
171,18,Not Voting
171,19,Yea
171,50,Nay
171,51,Nay
171,52,Yea
171,53,Yea
171,54,Nay
171,55,Yea
171,56,Yea
171,57,Not Voting
171,58,Not Voting
171,29,Nay
171,30,Yea
171,31,Yea
171,32,Yea
171,33,Yea
171,34,Nay
171,35,Nay
171,36,Nay
171,37,Yea
171,38,Nay
171,39,Nay
171,40,Yea
171,41,Yea
171,42,Nay
171,43,Nay
171,44,Nay
171,45,Yea
171,46,Yea
171,47,Yea
171,48,Nay
171,49,Nay
170,0,Yea
170,1,Yea
170,2,Yea
170,3,Yea
170,4,Yea
170,5,Yea
170,6,Yea
170,7,Yea
170,8,Yea
170,9,Yea
170,10,Yea
170,11,Yea
170,12,Yea
170,13,Not Voting
170,14,Yea
170,15,Yea
170,16,Yea
170,17,Yea
170,18,Not Voting
170,19,Yea
170,50,Yea
170,51,Yea
170,52,Yea
170,53,Yea
170,54,Yea
170,55,Yea
170,56,Yea
170,57,Yea
170,58,Not Voting
170,29,Yea
170,30,Yea
170,31,Yea
170,32,Yea
170,33,Yea
170,34,Yea
170,35,Yea
170,36,Yea
170,37,Not Voting
170,38,Nay
170,39,Yea
170,40,Yea
170,41,Yea
170,42,Nay
170,43,Yea
170,44,Nay
170,45,Yea
170,46,Yea
170,47,Yea
170,48,Yea
170,49,Yea
169,0,Yea
169,1,Yea
169,2,Yea
169,3,Yea
169,4,Nay
169,5,Nay
169,6,Yea
169,7,Nay
169,8,Yea
169,9,Nay
169,10,Nay
169,11,Yea
169,12,Yea
169,13,Nay
169,14,Yea
169,15,Yea
169,16,Yea
169,17,Yea
169,18,Not Voting
169,19,Yea
169,50,Yea
169,51,Yea
169,52,Yea
169,53,Nay
169,54,Yea
169,55,Yea
169,56,Nay
169,57,Yea
169,58,Not Voting
169,29,Yea
169,30,Yea
169,31,Nay
169,32,Nay
169,33,Yea
169,34,Yea
169,35,Yea
169,36,Yea
169,37,Nay
169,38,Yea
169,39,Yea
169,40,Nay
169,41,Nay
169,42,Yea
169,43,Yea
169,44,Yea
169,45,Nay
169,46,Nay
169,47,Nay
169,48,Yea
169,49,Yea
168,0,Yea
168,1,Yea
168,2,Nay
168,3,Yea
168,4,Nay
168,5,Nay
168,6,Yea
168,7,Nay
168,8,Yea
168,9,Nay
168,10,Nay
168,11,Yea
168,12,Yea
168,13,Nay
168,14,Yea
168,15,Yea
168,16,Yea
168,17,Yea
168,18,Not Voting
168,19,Nay
168,50,Yea
168,51,Yea
168,52,Nay
168,53,Nay
168,54,Yea
168,55,Nay
168,56,Not Voting
168,57,Yea
168,58,Not Voting
168,29,Yea
168,30,Yea
168,31,Nay
168,32,Nay
168,33,Nay
168,34,Yea
168,35,Yea
168,36,Yea
168,37,Nay
168,38,Yea
168,39,Yea
168,40,Nay
168,41,Nay
168,42,Yea
168,43,Yea
168,44,Yea
168,45,Nay
168,46,Nay
168,47,Nay
168,48,Yea
168,49,Yea
167,0,Nay
167,1,Nay
167,2,Yea
167,3,Nay
167,4,Yea
167,5,Yea
167,6,Not Voting
167,7,Yea
167,8,Nay
167,9,Yea
167,10,Yea
167,11,Yea
167,12,Nay
167,13,Yea
167,14,Nay
167,15,Nay
167,16,Yea
167,17,Nay
167,18,Nay
167,19,Yea
167,50,Yea
167,51,Nay
167,52,Yea
167,53,Yea
167,54,Nay
167,55,Yea
167,56,Not Voting
167,57,Nay
167,58,Not Voting
167,29,Yea
167,30,Yea
167,31,Yea
167,32,Yea
167,33,Yea
167,34,Nay
167,35,Yea
167,36,Yea
167,37,Not Voting
167,38,Nay
167,39,Nay
167,40,Yea
167,41,Yea
167,42,Nay
167,43,Yea
167,44,Nay
167,45,Yea
167,46,Yea
167,47,Yea
167,48,Yea
167,49,Yea
166,0,Nay
166,1,Nay
166,2,Yea
166,3,Nay
166,4,Yea
166,5,Yea
166,6,Not Voting
166,7,Yea
166,8,Nay
166,9,Yea
166,10,Yea
166,11,Nay
166,12,Nay
166,13,Yea
166,14,Nay
166,15,Nay
166,16,Yea
166,17,Nay
166,18,Nay
166,19,Yea
166,50,Nay
166,51,Nay
166,52,Yea
166,53,Yea
166,54,Nay
166,55,Yea
166,56,Not Voting
166,57,Nay
166,58,Not Voting
166,29,Nay
166,30,Yea
166,31,Yea
166,32,Yea
166,33,Yea
166,34,Not Voting
166,35,Nay
166,36,Nay
166,37,Not Voting
166,38,Nay
166,39,Nay
166,40,Yea
166,41,Yea
166,42,Nay
166,43,Nay
166,44,Nay
166,45,Yea
166,46,Yea
166,47,Yea
166,48,Nay
166,49,Nay
165,0,Nay
165,1,Nay
165,2,Yea
165,3,Nay
165,4,Yea
165,5,Yea
165,6,Not Voting
165,7,Yea
165,8,Nay
165,9,Yea
165,10,Yea
165,11,Nay
165,12,Nay
165,13,Yea
165,14,Nay
165,15,Nay
165,16,Yea
165,17,Nay
165,18,Nay
165,19,Yea
165,50,Nay
165,51,Nay
165,52,Yea
165,53,Yea
165,54,Nay
165,55,Yea
165,56,Not Voting
165,57,Nay
165,58,Not Voting
165,29,Nay
165,30,Yea
165,31,Yea
165,32,Yea
165,33,Yea
165,34,Not Voting
165,35,Nay
165,36,Nay
165,37,Yea
165,38,Nay
165,39,Nay
165,40,Yea
165,41,Yea
165,42,Nay
165,43,Nay
165,44,Nay
165,45,Yea
165,46,Yea
165,47,Yea
165,48,Nay
165,49,Nay
164,0,Nay
164,1,Nay
164,2,Yea
164,3,Nay
164,4,Yea
164,5,Yea
164,6,Not Voting
164,7,Yea
164,8,Nay
164,9,Yea
164,10,Yea
164,11,Nay
164,12,Nay
164,13,Yea
164,14,Nay
164,15,Nay
164,16,Nay
164,17,Nay
164,18,Nay
164,19,Yea
164,50,Nay
164,51,Nay
164,52,Yea
164,53,Yea
164,54,Nay
164,55,Yea
164,56,Not Voting
164,57,Nay
164,58,Not Voting
164,29,Nay
164,30,Nay
164,31,Yea
164,32,Yea
164,33,Yea
164,34,Not Voting
164,35,Nay
164,36,Nay
164,37,Yea
164,38,Nay
164,39,Nay
164,40,Yea
164,41,Yea
164,42,Nay
164,43,Nay
164,44,Nay
164,45,Yea
164,46,Yea
164,47,Yea
164,48,Nay
164,49,Nay
163,0,Nay
163,1,Nay
163,2,Yea
163,3,Nay
163,4,Yea
163,5,Yea
163,6,Not Voting
163,7,Yea
163,8,Nay
163,9,Yea
163,10,Yea
163,11,Nay
163,12,Nay
163,13,Yea
163,14,Nay
163,15,Nay
163,16,Nay
163,17,Not Voting
163,18,Nay
163,19,Yea
163,50,Nay
163,51,Nay
163,52,Yea
163,53,Yea
163,54,Nay
163,55,Yea
163,56,Yea
163,57,Nay
163,58,Not Voting
163,29,Nay
163,30,Nay
163,31,Yea
163,32,Yea
163,33,Yea
163,34,Not Voting
163,35,Nay
163,36,Nay
163,37,Yea
163,38,Nay
163,39,Not Voting
163,40,Yea
163,41,Yea
163,42,Nay
163,43,Nay
163,44,Nay
163,45,Yea
163,46,Yea
163,47,Yea
163,48,Nay
163,49,Nay
162,0,Not Voting
162,1,Yea
162,2,Yea
162,3,Not Voting
162,4,Yea
162,5,Yea
162,6,Yea
162,7,Yea
162,8,Yea
162,9,Yea
162,10,Yea
162,11,Yea
162,12,Yea
162,13,Yea
162,14,Yea
162,15,Yea
162,16,Yea
162,17,Not Voting
162,18,Yea
162,19,Yea
162,50,Yea
162,51,Yea
162,52,Yea
162,53,Yea
162,54,Yea
162,55,Yea
162,56,Not Voting
162,57,Yea
162,58,Not Voting
162,29,Yea
162,30,Yea
162,31,Yea
162,32,Yea
162,33,Yea
162,34,Yea
162,35,Not Voting
162,36,Yea
162,37,Yea
162,38,Yea
162,39,Yea
162,40,Yea
162,41,Yea
162,42,Yea
162,43,Yea
162,44,Yea
162,45,Nay
162,46,Yea
162,47,Yea
162,48,Yea
162,49,Yea
161,0,Yea
161,1,Yea
161,2,Yea
161,3,Not Voting
161,4,Yea
161,5,Yea
161,6,Yea
161,7,Yea
161,8,Nay
161,9,Yea
161,10,Yea
161,11,Yea
161,12,Yea
161,13,Yea
161,14,Nay
161,15,Yea
161,16,Yea
161,17,Yea
161,18,Nay
161,19,Yea
161,50,Yea
161,51,Nay
161,52,Yea
161,53,Yea
161,54,Yea
161,55,Yea
161,56,Yea
161,57,Yea
161,58,Yea
161,29,Yea
161,30,Yea
161,31,Yea
161,32,Yea
161,33,Yea
161,34,Yea
161,35,Yea
161,36,Yea
161,37,Yea
161,38,Nay
161,39,Not Voting
161,40,Yea
161,41,Yea
161,42,Yea
161,43,Yea
161,44,Yea
161,45,Nay
161,46,Yea
161,47,Yea
161,48,Yea
161,49,Yea
160,0,Nay
160,1,Nay
160,2,Nay
160,3,Not Voting
160,4,Nay
160,5,Nay
160,6,Nay
160,7,Nay
160,8,Yea
160,9,Nay
160,10,Nay
160,11,Nay
160,12,Nay
160,13,Nay
160,14,Yea
160,15,Nay
160,16,Nay
160,17,Nay
160,18,Yea
160,19,Nay
160,50,Nay
160,51,Yea
160,52,Nay
160,53,Nay
160,54,Nay
160,55,Nay
160,56,Nay
160,57,Yea
160,58,Nay
160,29,Nay
160,30,Nay
160,31,Nay
160,32,Nay
160,33,Nay
160,34,Nay
160,35,Nay
160,36,Nay
160,37,Nay
160,38,Yea
160,39,Yea
160,40,Nay
160,41,Nay
160,42,Yea
160,43,Nay
160,44,Not Voting
160,45,Nay
160,46,Nay
160,47,Nay
160,48,Nay
160,49,Nay
159,0,Not Voting
159,1,Nay
159,2,Yea
159,3,Not Voting
159,4,Yea
159,5,Yea
159,6,Nay
159,7,Yea
159,8,Nay
159,9,Yea
159,10,Yea
159,11,Nay
159,12,Nay
159,13,Yea
159,14,Nay
159,15,Nay
159,16,Nay
159,17,Nay
159,18,Nay
159,19,Yea
159,50,Nay
159,51,Nay
159,52,Yea
159,53,Yea
159,54,Not Voting
159,55,Yea
159,56,Yea
159,57,Nay
159,58,Yea
159,29,Nay
159,30,Yea
159,31,Yea
159,32,Yea
159,33,Yea
159,34,Nay
159,35,Nay
159,36,Nay
159,37,Yea
159,38,Nay
159,39,Nay
159,40,Yea
159,41,Yea
159,42,Nay
159,43,Nay
159,44,Not Voting
159,45,Yea
159,46,Yea
159,47,Yea
159,48,Nay
159,49,Nay
158,0,Yea
158,1,Yea
158,2,Not Voting
158,3,Yea
158,4,Yea
158,5,Yea
158,6,Yea
158,7,Yea
158,8,Nay
158,9,Yea
158,10,Yea
158,11,Not Voting
158,12,Yea
158,13,Yea
158,14,Yea
158,15,Yea
158,16,Yea
158,17,Yea
158,18,Nay
158,19,Yea
158,50,Yea
158,51,Not Voting
158,52,Not Voting
158,53,Yea
158,54,Yea
158,55,Yea
158,56,Yea
158,57,Yea
158,58,Not Voting
158,29,Yea
158,30,Yea
158,31,Yea
158,32,Yea
158,33,Yea
158,34,Yea
158,35,Yea
158,36,Yea
158,37,Not Voting
158,38,Yea
158,39,Yea
158,40,Yea
158,41,Yea
158,42,Not Voting
158,43,Yea
158,44,Yea
158,45,Nay
158,46,Yea
158,47,Yea
158,48,Not Voting
158,49,Yea
157,0,Yea
157,1,Yea
157,2,Yea
157,3,Yea
157,4,Yea
157,5,Yea
157,6,Yea
157,7,Yea
157,8,Yea
157,9,Yea
157,10,Yea
157,11,Yea
157,12,Yea
157,13,Yea
157,14,Yea
157,15,Yea
157,16,Yea
157,17,Yea
157,18,Nay
157,19,Yea
157,50,Yea
157,51,Yea
157,52,Not Voting
157,53,Yea
157,54,Yea
157,55,Yea
157,56,Yea
157,57,Yea
157,58,Yea
157,29,Yea
157,30,Yea
157,31,Yea
157,32,Yea
157,33,Yea
157,34,Yea
157,35,Yea
157,36,Yea
157,37,Nay
157,38,Yea
157,39,Yea
157,40,Yea
157,41,Yea
157,42,Yea
157,43,Yea
157,44,Yea
157,45,Nay
157,46,Yea
157,47,Yea
157,48,Yea
157,49,Yea
156,0,Nay
156,1,Nay
156,2,Yea
156,3,Nay
156,4,Yea
156,5,Yea
156,6,Nay
156,7,Yea
156,8,Nay
156,9,Yea
156,10,Yea
156,11,Nay
156,12,Nay
156,13,Yea
156,14,Nay
156,15,Nay
156,16,Yea
156,17,Nay
156,18,Nay
156,19,Yea
156,50,Nay
156,51,Nay
156,52,Not Voting
156,53,Yea
156,54,Nay
156,55,Yea
156,56,Yea
156,57,Nay
156,58,Yea
156,29,Nay
156,30,Yea
156,31,Yea
156,32,Yea
156,33,Yea
156,34,Nay
156,35,Nay
156,36,Yea
156,37,Not Voting
156,38,Nay
156,39,Nay
156,40,Yea
156,41,Yea
156,42,Nay
156,43,Nay
156,44,Nay
156,45,Yea
156,46,Yea
156,47,Yea
156,48,Nay
156,49,Nay
155,0,Nay
155,1,Nay
155,2,Not Voting
155,3,Nay
155,4,Yea
155,5,Yea
155,6,Nay
155,7,Yea
155,8,Nay
155,9,Yea
155,10,Yea
155,11,Nay
155,12,Nay
155,13,Yea
155,14,Nay
155,15,Nay
155,16,Yea
155,17,Nay
155,18,Nay
155,19,Yea
155,50,Nay
155,51,Nay
155,52,Not Voting
155,53,Yea
155,54,Not Voting
155,55,Yea
155,56,Yea
155,57,Nay
155,58,Yea
155,29,Nay
155,30,Yea
155,31,Not Voting
155,32,Yea
155,33,Yea
155,34,Nay
155,35,Nay
155,36,Yea
155,37,Yea
155,38,Nay
155,39,Nay
155,40,Yea
155,41,Yea
155,42,Nay
155,43,Nay
155,44,Nay
155,45,Yea
155,46,Yea
155,47,Yea
155,48,Nay
155,49,Nay
154,0,Nay
154,1,Nay
154,2,Yea
154,3,Nay
154,4,Yea
154,5,Yea
154,6,Yea
154,7,Yea
154,8,Yea
154,9,Yea
154,10,Yea
154,11,Yea
154,12,Nay
154,13,Yea
154,14,Yea
154,15,Yea
154,16,Yea
154,17,Nay
154,18,Nay
154,19,Yea
154,50,Yea
154,51,Nay
154,52,Yea
154,53,Yea
154,54,Yea
154,55,Yea
154,56,Yea
154,57,Nay
154,58,Yea
154,29,Yea
154,30,Yea
154,31,Yea
154,32,Yea
154,33,Yea
154,34,Yea
154,35,Yea
154,36,Yea
154,37,Nay
154,38,Nay
154,39,Nay
154,40,Yea
154,41,Yea
154,42,Yea
154,43,Yea
154,44,Not Voting
154,45,Yea
154,46,Yea
154,47,Nay
154,48,Yea
154,49,Yea
153,0,Nay
153,1,Nay
153,2,Yea
153,3,Nay
153,4,Yea
153,5,Yea
153,6,Yea
153,7,Yea
153,8,Yea
153,9,Yea
153,10,Yea
153,11,Yea
153,12,Nay
153,13,Yea
153,14,Nay
153,15,Yea
153,16,Yea
153,17,Nay
153,18,Not Voting
153,19,Yea
153,50,Yea
153,51,Nay
153,52,Yea
153,53,Yea
153,54,Yea
153,55,Yea
153,56,Yea
153,57,Nay
153,58,Yea
153,29,Yea
153,30,Yea
153,31,Yea
153,32,Yea
153,33,Yea
153,34,Yea
